LIBMORPHOCIMO3|CIMO3|CODMORPHOCIMO3|Comm|LESION|LIBLESION|MODIFADICAP
Carcinome à cellules en grain d’avoine (C34.-)|M-8042/3|80423||X7F1|Ne plus utiliser  - EX-CARCINOME A PETITES CELLULES EN GRAINS D'AVOINE Cf S7Z4|
Carcinome à petites cellules intermédiaires|M-8044/3|80443||X7F2|Ne plus utiliser - EX-CARCINOME A PETITES CELLULES DE TYPE INTERMEDIAIRE|
Carcinome mixte à petites cellules|M-8045/3|80453||X7F3|Ne plus utiliser - EX-CARCINOME A PETITES CELLULES DE TYPE COMPOSITE|
Carcinome mixte à petites cellules|M-8045/3|80453|G|X7F5|Ne plus utiliser - EX-CARCINOME A PETITES CELLULES AVEC CELLULES DE GRANDE TAILLE Cf S7Z6|
Sarcome, SAI|M-8800/3|88003||X7H0|TUMEUR MESENCHYMATEUSE MALIGNE (SAI)|
Tumeur maligne à grandes cellules|M-8003/3|80033||X7H2|TUMEUR MALIGNE A CELLULES GEANTES|
Tumeur maligne à cellules granuleuses|M-9580/3|95803||X7H4|TUMEUR MALIGNE A CELLULES GRANULEUSES - Ne plus utiliser - CF N7A8|
Sarcome du stroma gastro-intestinal|M-8936/3|89363||X7J0|TUMEUR STROMALE DU TRACTUS GASTRO-INTESTINAL A HAUTE MALIGNITE (GIST)|
Sarcome, SAI|M-8800/3|88003||X7K0|SARCOME (SAI)|
Sarcome à cellules claires (sauf du rein, voir M-8964/3)|M-9044/3|90443||X7K1|SARCOME A CELLULES CLAIRES - Ne plus utiliser - CF N7H5|
Sarcome épithélioïde|M-8804/3|88043||X7K2|SARCOME A CELLULES EPITHELIOIDES PROXIMAL OU DISTAL|
Sarcome à cellules fusiformes|M-8801/3|88013||X7K3|SARCOME A CELLULES FUSIFORMES|
Sarcome à cellules géantes (à l’exception de l’os M-9250/3)|M-8802/3|88023||X7K4|SARCOME A CELLULES GEANTES (AUTRE QUE LES TUMEURS MALIGNES A CELLULES GEANTES)|
Sarcome à cellules géantes (à l’exception de l’os M-9250/3)|M-8802/3|88023|G|X7K6|SARCOME A CELLULES POLYMORPHES|
Sarcome alvéolaire des tissus mous|M-9581/3|95813||X7K8|SARCOME ALVEOLAIRE DES PARTIES MOLLES|
Sarcome à cellules fusiformes|M-8801/3|88013|G|X7K9|SARCOMATOSE|
Sarcome d’Ewing|M-9260/3|92603||X7L0|SARCOME D'EWING (SAI)|
Sarcome d’Ewing|M-9260/3|92603|G|X7L1|SARCOME D'EWING SQUELETTIQUE CLASSIQUE|
Sarcome d’Ewing|M-9260/3|92603|G|X7L2|SARCOME D'EWING SQUELETTIQUE ATYPIQUE A GRANDES CELLULES|
Sarcome d’Ewing|M-9260/3|92603|G|X7L3|SARCOME D'EWING SQUELETTIQUE DE TYPE VASCULAIRE|
Sarcome d’Ewing|M-9260/3|92603|G|X7L4|SARCOME D'EWING EXTRASQUELETTIQUE|
Sarcome stromal, SAI|M-8935/3|89353|89303|X7N0|SARCOME STROMAL (SAI)|
Sarcome du stroma endométrial de bas grade (C54.1)|M-8931/3|89313||X7N2|SARCOME STROMAL A TYPE DE MYOSE STROMALE ENDOLYMPHATIQUE|
Sarcome du stroma endométrial , SAI (C54.1)|M-8930/3|89303||X7N4|SARCOME STROMAL DE HAUT GRADE|
Sarcome du stroma endométrial de bas grade (C54.1)|M-8931/3|89313||X7N6|SARCOME STROMAL A TYPE DE STROMOMYOME|
Sarcome stromal, SAI|M-8935/3|89353|89303|X7N8|SARCOME STROMAL RESSEMBLANT AUX TUMEURS DES CORDONS SEXUELS|
Tumeur mixte maligne, SAI|M-8940/3|89403||X7P0|TUMEUR MIXTE MALIGNE (SAI)|
Tumeur mixte mésodermique|M-8951/3|89513||X7P1|TUMEUR MIXTE MESODERMIQUE MALIGNE (SAI)|
Adénosarcome|M-8933/3|89333||X7P2|ADENOSARCOME|
Carcinofibrome|M-8934/3|89343||X7P3|CARCINOFIBROME|
Carcinosarcome, SAI Esthésio-neuroblastome (C30.0)|M-8980/3|89803||X7P4|CARCINOSARCOME (SAI)|
Mulleroblastome (C54.-)|M-8950/3|89503|G|X7P6|TUMEUR MIXTE MALIGNE OU CARCINOSARCOME MULLERIEN DE TYPE HOMOLOGUE|
Mulleroblastome (C54.-)|M-8950/3|89503|G|X7P7|TUMEUR MIXTE MALIGNE OU CARCINOSARCOME MULLERIEN DE TYPE HETEROLOGUE|
Angiomyolipome|M-8860/0|88600|G|X7P8|TUMEUR DE RIOPELLE|
Tumeur desmoplastique à petites cellules rondes|M-8806/3|88063||X7P9|TUMEUR MALIGNE DESMOPLASTIQUE MULTIPHENOTYPIQUE A PETITES CELLULES|
Tumeur maligne, SAI|M-8000/3|80003|G|X7R0|TUMEUR MALIGNE D'ORIGINE INDETERMINEE (SAI)|
Tumeur maligne à cellules fusiformes|M-8004/3|80043||X7R2|TUMEUR MALIGNE A CELLULES FUSIFORMES D'ORIGINE INDETERMINEE|
Tumeur maligne, SAI|M-8000/3|80003|G|X7R4|TUMEUR MALIGNE A CELLULES INDIFFERENCIEES POLYMORPHES D'ORIGINE INDETERMINEE|
Tumeur maligne à petites cellules|M-8002/3|80023||X7R6|TUMEUR MALIGNE A PETITES CELLULES D'ORIGINE INDETERMINEE|
Tumeur rhabdoïde maligne|M-8963/3|89633||X7R8|TUMEUR RHABDOIDE MALIGNE|
Tumeur maligne, SAI|M-8000/3|80003||X7T0|TUMEUR MALIGNE INCLASSABLE (SAI)|
Tumeur maligne, SAI|M-8000/3|80003|G|X7V0|CANCER SUR CICATRICE - CANCER SUR ANASTOMOSE|
||||X7V2|CANCER EN TERRITOIRE IRRADIE - DOUBLE CODAGE AVEC LE TYPE DE LA TUMEUR|
Tumeur maligne, SAI|M-8000/3|80003|G|X7W0|CANCERS MULTIPLES|
||||X7W1|CANCERS MULTIPLES DANS LE CADRE DU SYNDROME GENIQUE DE LI-FRAUMENI|
Tumeur métastatique|M-8000/6|80006|G|X7X0|GREFFE CANCEREUSE (SAI)|
Tumeur métastatique|M-8000/6|80006|G|X7X2|GREFFE CANCEREUSE SUR TRAJET DE PONCTION|
Tumeur métastatique|M-8000/6|80006|G|X8A0|NEOPLASME RECIDIVANT|
Tumeur maligne de nature primaire ou secondaire non assurée|M-8000/9|80009||X9A0|NEOPLASME MALIN DONT LA NATURE PRIMITIVE OU SECONDAIRE N'EST PAS ASSUREE|
Tumeur maligne de nature primaire ou secondaire non assurée|M-8000/9|80009|G|X9T0|TUMEUR MALIGNE INCLASSABLE DONT LA NATURE PRIMITIVE OU SECONDAIRE N'EST PAS ASSUREE|
Tumeur métastatique|M-8000/6|80006|G|XEA0|NEOPLASME AVEC EXTENSION PAR CONTIGUITE AUX ORGANES DE VOISINAGE|
Carcinome métastatique, SAI|M-8010/6|80106|G|XEB0|TUMEUR EPITHELIALE MALIGNE OU CARCINOME AVEC EXTENSION PAR CONTIGUITE AUX ORGANES DE VOISINAGE (SAI)|
Tumeur métastatique|M-8000/6|80006|G|XMA0|NEOPLASME METASTATIQUE - NEOPLASME SECONDAIRE|
Tumeur métastatique|M-8000/6|80006|G|XMA3|NEOPLASME METASTATIQUE STERILISE PAR LA RADIOTHERAPIE|
Tumeur métastatique|M-8000/6|80006|G|XMA4|NEOPLASME METASTATIQUE STERILISE PAR LA CHIMIOTHERAPIE|
Tumeur métastatique|M-8000/6|80006|G|XMA5|NEOPLASME METASTATIQUE STERILISE PAR LA RADIO ET CHIMIOTHERAPIE|
Tumeur métastatique|M-8000/6|80006|G|XMA6|NEOPLASME METASTATIQUE NON STERILISE PAR LA RADIOTHERAPIE|
Tumeur métastatique|M-8000/6|80006|G|XMA7|NEOPLASME METASTATIQUE NON STERILISE PAR LA CHIMIOTHERAPIE|
Tumeur métastatique|M-8000/6|80006|G|XMA8|NEOPLASME METASTATIQUE NON STERILISE PAR LA RADIO ET CHIMIOTHERAPIE|
Tumeur métastatique|M-8000/6|80006|G|XMA9|NEOPLASME METASTATIQUE AVEC MODIFICATION OU MATURATION PAR LA THERAPEUTIQUE|
Carcinome métastatique, SAI|M-8010/6|80106||XMB0|TUMEUR EPITHELIALE MALIGNE METASTATIQUE (SAI) - CARCINOME METASTATIQUE (SAI)|
Adénocarcinome colloïde|M-8490/6|84906||XMB2|KRUKENBERG  TUMEUR DE|
Carcinomatose|M-8010/9|80109||XMB9|CARCINOMATOSE METASTATIQUE|
amyloïdose type AL|D6-94530|94530||5311|AMYLOSE AL  (IMMUNOCYTAIRE)|
amyloïdose type AA|D6-94520|94520||5317|AMYLOSE DES DYSGLOBULINEMIES|
néphropathie à chaînes légères|D7-12560|12560||5354|MALADIE PAR DEPOT DES CHAINES LEGERES D'Ig MALADIE DE RANDAL|
gammapathie monoclonale asymptomatique|DC-55100|55100||9540|GAMMAPATHIE MONOCLONALE DE SIGNIFICATION INDETERMINEE|
maladie des chaînes lourdes à IgA|DC-55320|55320||9541|GAMMAPATHIE MONOCLONALE A IGA|
maladie des chaînes lourdes à IgG|DC-55310|55310||9542|GAMMAPATHIE MONOCLONALE A IGG|
maladie des chaînes lourdes à IgM|DC-55350|55350||9543|GAMMAPATHIE MONOCLONALE A IGM|
||||||
Cellules tumorales bénignes|M-8001/0|80010||||
Cellules tumorales de bénignité ou de malignité non assurée|M-8001/1|80011||||
Cellules tumorales malignes|M-8001/3|80013||||
Carcinome in situ, SAI|M-8010/2|80102||||
Épithéliome bénin|M-8011/0|80110||||
Épithéliome malin|M-8011/3|80113||||
Carcinome à grandes cellules avec un phénotype rhabdoïde|M-8014/3|80143||||
Carcinome à cellules hyalines|M-8015/3|80153||||
Carcinome pseudosarcomateux|M-8033/3|80333||||
Carcinome à cellules polygonales|M-8034/3|80343||||
Tumorlet, SAI|M-8040/1|80401||||
Carcinome à petites cellules fusiformes|M-8043/3|80433||||
Carcinome non à petites cellules (C34.-)|M-8046/3|80463||||
Carcinome papillaire in situ|M-8050/2|80502||||
Carcinome papillaire, SAI|M-8050/3|80503||||
Papillome verruqueux|M-8051/0|80510||||
Carcinome épidermoïde papillaire non invasif|M-8052/2|80522||||
Carcinome épidermoïde papillaire|M-8052/3|80523||||
Carcinome épidermoïde, métastatique, SAI|M-8070/6|80706||||
Carcinome épidermoïde non kératinisant, à petites cellules|M-8073/3|80733||||
Carcinome épidermoïde in situ avec possibilité d’envahissement du stroma|M-8076/2|80762||||
Carcinome épidermoïde avec formation d’une corne cutanée|M-8078/3|80783||||
Carcinome épidermoïde basaloïde|M-8083/3|80833||||
Carcinome basocellulaire nodulaire (C44.-)|M-8097/3|80973||||
Trichoépithéliome (C44.-)|M-8100/0|81000||||
Papillome à cellules transitionnelles, SAI|M-8120/1|81201||||
Carcinome transitionnel à cellules fusiformes|M-8122/3|81223||||
Carcinome basaloïde|M-8123/3|81233||||
Carcinome transitionnel papillaire (C67.-)|M-8130/3|81303||||
Carcinome transitionnel micro-papillaire (C67.-)|M-8131/3|81313||||
Adénocarcinome à extension superficielle|M-8143/3|81433||||
Adénome monomorphe|M-8146/0|81460||||
Néoplasie  glandulaire intraépithéliale, grade III|M-8148/2|81482||||
Adénocarcinome à cellules insulaires et à cellules exocrines (C25.-)|M-8154/3|81543||||
Entéroglucagonome, SAI|M-8157/1|81571||||
Entéroglucagonome malin|M-8157/3|81573||||
Cystadénome biliaire (C22.1, C24.0)|M-8161/0|81610||||
Cystadénocarcinome biliaire (C22.1, C24.0)|M-8161/3|81613||||
Tumeur de Klatskin (C22.1, C24.0)|M-8162/3|81623||||
Carcinome hépatocellulaire squirrheux (C22.0)|M-8172/3|81723||||
Carcinome hépatocellulaire, variante à cellules fusiformes (C22.0)|M-8173/3|81733||||
Carcinome hépatocellulaire à cellules claires (C22.0)|M-8174/3|81743||||
Carcinome hépatocellulaire pléomorphe (C22.0)|M-8175/3|81753||||
Adénome embryonnaire|M-8191/0|81910||||
Cylindrome eccrine dermique (C44.-)|M-8200/0|82000||||
Adénome microkystique (C25.-)|M-8202/0|82020||||
Adénocarcinome in situ sur polype adénomateux|M-8210/2|82102||||
Adénocarcinome sur polyadénome|M-8210/3|82103||||
Adénome plat|M-8212/0|82120||||
Carcinome à cellules pariétales (C16.-)|M-8214/3|82143||||
Adénocarcinome sur adénomatose polypoïde du côlon (C18.-)|M-8220/3|82203||||
Adénocarcinome sur polypes adénomateux multiples|M-8221/3|82213||||
Carcinome canalaire intraépithélial solide (C50.-)|M-8230/2|82302||||
Carcinome simplex|M-8231/3|82313||||
Carcinoïde malin à cellules entérochromaffines|M-8241/3|82413||||
Carcinoïde à cellules entérochromaffinoïdes, SAI|M-8242/1|82421||||
Carcinoïde malin à cellules entérochromaffinoïdes|M-8242/3|82423||||
Carcinoïde tubuleux|M-8245/1|82451||||
Tumeur adénocarcinoïde|M-8245/3|82453||||
Adénomatose pulmonaire (C34.-)|M-8250/1|82501||||
Carcinome bronchioloalvéolaire non mucineux (C34.-)|M-8252/3|82523||||
Carcinome bronchioloalvéolaire mucineux (C34.-)|M-8253/3|82533||||
Carcinome bronchioloalvéolaire mixte mucineux et non mucineux (C34.-)|M-8254/3|82543||||
Adénocarcinome in situ sur adénome villeux|M-8261/2|82612||||
Adénocarcinome sur adénome villeux|M-8261/3|82613||||
Adénocarcinome villeux|M-8262/3|82623||||
Adénocarcinome in situ sur adénome tubulovilleux|M-8263/2|82632||||
Papillomatose glandulaire|M-8264/0|82640||||
Prolactinome (C75.1)|M-8271/0|82710||||
Adénome pituitaire, SAI (C75.1)|M-8272/0|82720||||
Carcinome pituitaire, SAI (C75.1)|M-8272/3|82723||||
Adénome mixte acidophile et basophile (C75.1)|M-8281/0|82810||||
Adénocarcinome mixte acidophile et basophile (C75.1)|M-8281/3|82813||||
Tumeur hypernéphroïde [obs]|M-8311/1|83111||||
Carcinome à cellules rénales, SAI (C64.9)|M-8312/3|83123||||
Adénofibrome à cellules claires à la limite de la malignité (C56.9)|M-8313/1|83131||||
Adénocarcinofibrome à cellules claires (C56.9)|M-8313/3|83133||||
Carcinome riche en glycogènes (C50.-)|M-8315/3|83153||||
Carcinome à cellules rénales associé à un kyste (C64.9)|M-8316/3|83163||||
Carcinome à cellules rénales chromophobes (C64.9)|M-8317/3|83173||||
Carcinome à cellules rénales sarcomatoïde (C64.9)|M-8318/3|83183||||
Carcinome à cellules granuleuses|M-8320/3|83203||||
Adénome à cellules mixtes|M-8323/0|83230||||
Adénocarcinome foetal|M-8333/3|83333||||
Carcinome papillaire à cellules cylindriques (C73.9)|M-8344/3|83443||||
Carcinome mixte médullaire et vésiculaire (C73.9)|M-8346/3|83463||||
Carcinome mixte médullaire et papillaire (C73.9)|M-8347/3|83473||||
Adénome corticosurrénalien, SAI (C74.0)|M-8370/0|83700||||
Corticosurrénalome malin (C74.0)|M-8370/3|83703||||
Adénome corticosurrénalien à cellules compactes (C74.0)|M-8371/0|83710||||
Adénome corticosurrénalien à cellules claires (C74.0)|M-8373/0|83730||||
Adénome corticosurrénalien à cellules glomérulaires (C74.0)|M-8374/0|83740||||
Adénome corticosurrénalien à cellules mixtes (C74.0)|M-8375/0|83750||||
Adénocarcinome endométrioïde, variante sécrétoire|M-8382/3|83823||||
Adénocarcinome de type endocervical|M-8384/3|83843||||
Adénome des annexes cutanées (C44.-)|M-8390/0|83900||||
Carcinome des annexes cutanées (C44.-)|M-8390/3|83903||||
Tumeur des glandes sudoripares, SAI (C44.-)|M-8400/1|84001||||
Spiradénome eccrine malin (C44.-)|M-8403/3|84033||||
Adénome papillaire eccrine (C44.-)|M-8408/0|84080||||
Adénome papillaire digital agressif (C44.-)|M-8408/1|84081||||
Adénocarcinome papillaire eccrine (C44.-)|M-8408/3|84083||||
Adénocarcinome eccrine (C44.-)|M-8413/3|84133||||
Cystadénome séreux, SAI|M-8441/0|84410||||
Cystadénocarcinome séreux, SAI (C56.9)|M-8441/3|84413||||
Cystadénome papillaire, SAI (C56.9)|M-8450/0|84500||||
Cystadénome papillaire à la limite de la malignité (C56.9)|M-8451/1|84511||||
Carcinome pseudopapillaire solide (C25.-)|M-8452/3|84523||||
Adénome intracanalaire mucineux et papillaire (C25.-)|M-8453/0|84530||||
Tumeur intracanalaire mucineuse et papillaire avec dysplasie modérée (C25.-)|M-8453/1|84531||||
Carcinome intracanalaire mucineux et papillaire, non invasif (C25.-)|M-8453/2|84532||||
Carcinome intracanalaire mucineux et papillaire, invasif (C25.-)|M-8453/3|84533||||
Tumeur kystique du nœud auriculo-ventriculaire (C38.0)|M-8454/0|84540||||
Tumeur kystique séreuse papillaire à la limite de la malignité (C56.9)|M-8462/1|84621||||
Tumeur kystique mucineuse avec dysplasie modérée (C25.-)|M-8470/1|84701||||
Cystadénocarcinome mucineux, non invasif (C25.-)|M-8470/2|84702||||
Cystadénome papillaire  mucineux, SAI (C56.9)|M-8471/0|84710||||
Cystadénocarcinome papillaire mucineux (C56.9)|M-8471/3|84713||||
Cystadénome papillaire mucineux à la limite de la malignité (C56.9)|M-8473/1|84731||||
Pseudomyxome du péritoine|M-8480/6|84806||||
Adénocarcinome mucipare|M-8481/3|84813||||
Adénocarcinome mucineux de type endocervical|M-8482/3|84823||||
Adénocarcinome à cellules en bague à chaton|M-8490/3|84903||||
Carcinome métastatique à cellules en bague à chaton|M-8490/6|84906||||
Carcinome intrakystique, SAI|M-8504/3|85043||||
Carcinome hypersécrétoire kystique (C50.-)|M-8508/3|85083||||
Carcinome médullaire, SAI|M-8510/3|85103||||
Carcinome médullaire atypique (C50.-)|M-8513/3|85133||||
Carcinome canalaire de type desmoplasique|M-8514/3|85143||||
Carcinome canaliculaire infiltrant (C50.-)|M-8521/3|85213||||
Carcinome canalaire et lobulaire infiltrant (C50.-)|M-8522/3|85223||||
Carcinome canalaire infiltrant avec autres types de carcinomes (C50.-)|M-8523/3|85233||||
Carcinome lobulaire infiltrant avec autres types de carcinomes (C50.-)|M-8524/3|85243||||
Carcinome inflammatoire (C50.-)|M-8530/3|85303||||
Maladie de Paget du sein (C50.-)|M-8540/3|85403||||
Maladie de Paget extramammaire (à l’exclusion de la maladie de Paget de l’os)|M-8542/3|85423||||
Maladie de Paget et carcinome intracanalaire du sein (C50.-)|M-8543/3|85433||||
Tumeur à cellules acineuses [obs]|M-8550/1|85501||||
Cystadénocarcinome à cellules acineuses|M-8551/3|85513||||
Papillome mixte glandulaire et spinocellulaire|M-8560/0|85600||||
Adénocarcinome avec métaplasie apocrine|M-8573/3|85733||||
Adénocarcinome hépatoïde|M-8576/3|85763||||
Thymome malin de type B1 (C37.9)|M-8583/3|85833||||
Thymome de type B2, SAI (C37.9)|M-8584/1|85841||||
Thymome malin de type B2 (C37.9)|M-8584/3|85843||||
Thymome de type B3, SAI (C37.9)|M-8585/1|85851||||
Thymome malin de type B3 (C37.9)|M-8585/3|85853||||
Thymome hamartomateux ectopique|M-8587/0|85870||||
Tumeur épithéliale fusiforme avec éléments d’allure thymique|M-8588/3|85883||||
Carcinome présentant des éléments d’allure thymique|M-8589/3|85893||||
Tumeur des cordons sexuels et du stroma gonadique, partiellement différenciée|M-8591/1|85911||||
Tumeur des cordons sexuels et du stroma gonadique, formes mixtes|M-8592/1|85921||||
Tumeur du stroma gonadique avec peu d’éléments de cordons sexuels (C56.9)|M-8593/1|85931||||
Thécome malin (C56.9)|M-8600/3|86003||||
Thécome lutéinisé (C56.9)|M-8601/0|86010||||
Tumeur stromale sclérosante (C56.9)|M-8602/0|86020||||
Androblastome, SAI|M-8630/1|86301||||
Tumeur à cellules de Sertoli-Leydig, peu différenciée, avec éléments hétérologues|M-8634/3|86343||||
Androblastome calcifiant à grandes cellules|M-8642/1|86421||||
Tumeur à cellules de Leydig, SAI (C62.-)|M-8650/1|86501||||
Tumeur à cellules lipoïdiques de l’ovaire (C56.9)|M-8670/0|86700||||
Tumeur maligne à cellules stéroïdiennes|M-8670/3|86703||||
Tumeur des vestiges surrénaliens|M-8671/0|86710||||
Paragangliome sympathique|M-8681/1|86811||||
Paragangliome parasympathique|M-8682/1|86821||||
Paragangliome gangliocytaire (C17.0)|M-8683/0|86830||||
Tumeur du glomus jugulaire, SAI (C75.5)|M-8690/1|86901||||
Tumeur du corpuscule aortique (C75.5)|M-8691/1|86911||||
Tumeur du corpuscule carotidien (C75.4)|M-8692/1|86921||||
Paragangliome extrasurrénalien, SAI|M-8693/1|86931||||
Paragangliome extrasurrénalien malin|M-8693/3|86933||||
Tumeur glomique maligne|M-8711/3|87113||||
Nævus à grandes cellules (C69.4)|M-8726/0|87260||||
Mélanocytome méningé (C70.9)|M-8728/1|87281||||
Mélanomatose méningée (C70.9)|M-8728/3|87283||||
Mélanome achromique (C44.-)|M-8730/3|87303||||
Mélanose précancéreuse, SAI (C44.-)|M-8741/2|87412||||
Mélanome malin sur mélanose précancéreuse (C44.-)|M-8741/3|87413||||
Mélanome muqueux lentigineux|M-8746/3|87463||||
Lésion dermique proliférative sur nævus congénital (C44.-)|M-8762/1|87621||||
Nævus à cellules épithélioïdes (C44.-)|M-8771/0|87710||||
Mélanome à cellules épithélioïdes|M-8771/3|87713||||
Mélanome à cellules fusiformes, SAI|M-8772/3|87723||||
Mélanome à cellules fusiformes de type A (C69.-)|M-8773/3|87733||||
Mélanome à cellules fusiformes de type B (C69.-)|M-8774/3|87743||||
Sarcomatose, SAI|M-8800/9|88009||||
Sarcome à petites cellules|M-8803/3|88033||||
Sarcome indifférencié|M-8805/3|88053||||
Fibrome cellulaire (C56.9)|M-8810/1|88101||||
Fibrome périostique (C40.-, C41.-)|M-8812/0|88120||||
Fibrosarcome périostique (C40.-, C41.-)|M-8812/3|88123||||
Fibrome des fascias|M-8813/0|88130||||
Fibrosarcome des fascias|M-8813/3|88133||||
Myofibrome|M-8824/0|88240||||
Tumeur myofibroblastique péribronchique (C34.-)|M-8827/1|88271||||
Dermatofibrome, SAI (C44.-)|M-8832/0|88320||||
Myxome, SAI|M-8840/0|88400||||
Myxosarcome|M-8840/3|88403||||
Tumeur fibromyxoïde ossifiante|M-8842/0|88420||||
Lipome chondroïde|M-8862/0|88620||||
Angiomyosarcome|M-8894/3|88943||||
Myome|M-8895/0|88950||||
Myosarcome|M-8895/3|88953||||
Tumeur stromale bénigne|M-8935/0|89350||||
Tumeur stromale, SAI|M-8935/1|89351||||
Néphrome kystique malin (C64.9)|M-8959/3|89593||||
Sarcome à cellules claires du rein (C64.9)|M-8964/3|89643||||
Adénofibrome néphrogène (C64.9)|M-8965/0|89650||||
Tumeur à cellules interstitielles rénomédullaires (C64.9)|M-8966/0|89660||||
Tumeur rénale ossifiante (C64.9)|M-8967/0|89670||||
Blastome pleuropulmonaire|M-8973/3|89733||||
Sialoblastome|M-8974/1|89741||||
Carcinosarcome de type embryonnaire|M-8981/3|89813||||
Adénomyoépithéliome (C50.-)|M-8983/0|89830||||
Sarcome embryonnaire|M-8991/3|89913||||
Fibroadénome intracanaliculaire, (C50.-)|M-9011/0|90110||||
Adénofibrome, SAI|M-9013/0|90130||||
Fibro-adénome géant (C50.-)|M-9016/0|90160||||
Mésothéliome kystique, SAI (C48.-)|M-9055/1|90551||||
Séminome, SAI (C62.-)|M-9061/3|90613||||
Cellules germinales intratubulaires malignes (C62.-)|M-9064/2|90642||||
Tumeur à cellules germinales, non séminomateuse (C62.-)|M-9065/3|90653||||
Tératome malin indifférencié|M-9082/3|90823||||
Tératome malin trophoblastique|M-9102/3|91023||||
Tumeur trophoblastique épithélioïde|M-9105/3|91053||||
Mésonéphrome bénin|M-9110/0|91100||||
Tumeur mésonéphrique, SAI|M-9110/1|91101||||
Mésonéphrome malin|M-9110/3|91103||||
Sarcome à cellules de Kupffer (C22.0)|M-9124/3|91243||||
Hémangioendothéliome bénin|M-9130/0|91300||||
Hémangioendothéliome malin|M-9130/3|91303||||
Hémangiome verruqueux kératosique|M-9142/0|91420||||
Lymphangiomyomatose|M-9174/1|91741||||
Ostéosarcome à petites cellules (C40.-, C41.-)|M-9185/3|91853||||
Ostéosarcome central (C40.-, C41.-)|M-9186/3|91863||||
Ostéosarcome de surface de haut grade (C40.-, C41.-)|M-9194/3|91943||||
Ostéosarcome intracortical (C40.-, C41.-)|M-9195/3|91953||||
Tumeur à cellules géantes de l’os, SAI (C40.-, C41.-)|M-9250/1|92501||||
Tumeur maligne à cellules géantes de l’os (C40.-, C41.-)|M-9250/3|92503||||
Tumeur à cellules géantes des tissus mous, SAI|M-9251/1|92511||||
Tumeur maligne à cellules géantes des tissus mous|M-9251/3|92513||||
Tumeur odontogène, SAI|M-9270/1|92701||||
Odontome, SAI|M-9280/0|92800||||
Tumeur odontogène à cellules fantômes|M-9302/0|93020||||
Fibrome odontogène périphérique|M-9322/0|93220||||
Tumeur odontogène à cellules claires|M-9341/1|93411||||
Carcinosarcome odontogène|M-9342/3|93423||||
Craniopharyngiome adamantinomateux (C75.2)|M-9351/1|93511||||
Craniopharyngiome papillaire (C75.2)|M-9352/1|93521||||
Chordome chondroïde|M-9371/3|93713||||
Chordome dédifférencié|M-9372/3|93723||||
Papillome atypique des plexus choroïdes (C71.5)|M-9390/1|93901||||
Gliofibrome (C71.-)|M-9442/1|94421||||
Gliome chordoïde (C71.-)|M-9444/1|94441||||
Oligodendroblastome [obs] (C71.-)|M-9460/3|94603||||
Tumeur neuroectodermique primitive, SAI|M-9473/3|94733||||
Médulloblastome à grandes cellules (C71.6)|M-9474/3|94743||||
Sarcome cérébelleux, SAI  (C71.6) [obs]|M-9480/3|94803||||
Ganglioneuromatose|M-9491/0|94910||||
Médullo-épithéliome tératoïde bénin (C69.4)|M-9502/0|95020||||
Médullo-épithéliome tératoïde|M-9502/3|95023||||
Spongioneuroblastome|M-9504/3|95043||||
Tumeur des corpuscules de Pacini|M-9507/0|95070||||
Tumeur rhabdoïde/tératoïde atypique (C71.-)|M-9508/3|95083||||
Rétinocytome (C69.2)|M-9510/0|95100||||
Rétinoblastome indifférencié (C69.2)|M-9512/3|95123||||
Rétinoblastome diffus (C69.2)|M-9513/3|95133||||
Rétinoblastome à régression spontanée (C69.2)|M-9514/1|95141||||
Tumeur neurogénique olfactive|M-9520/3|95203||||
Neuroépithéliome olfactif (C30.0)|M-9523/3|95233||||
Méningiome hémangioblastique [obs]|M-9535/0|95350||||
Sarcomatose méningée|M-9539/3|95393||||
Neurilemmome malin [obs]|M-9560/3|95603||||
Périneurome malin|M-9571/3|95713||||
Tumeur à cellules granuleuses de la région sellaire (C75.1)|M-9582/0|95820||||
Lymphome à composante hodgkinienne et non-hodgkinienne|M-9596/3|95963||||
